timestamp,task_id,task_name,task_size,cycles_per_bit,deadline,src_node,dst_node,trust_score,execution_success,execution_time,energy_consumed,deadline_met,is_dst_malicious
98.65,1064,t1064,170,500.0,85,2,4,0.7443863443579829,False,101.00915763885128,1.8605693913975163,False,False
98.85,1067,t1067,220,150.0,89,5,2,0.6634208882407263,True,27.20865267827847,2.355815764590419,True,False
99.19,1068,t1068,300,1000.0,37,0,10,0.6728229306977453,False,287.0908573814567,2.737866069115268,False,False
99.38,1070,t1070,120,75.0,60,7,5,0.701667148160619,True,8.737731698839307,1.2961120215177064,True,False
99.47,1071,t1071,270,1000.0,68,2,10,0.6598132381623676,False,242.50290405956753,2.5335883209054244,False,False
99.54,1072,t1072,170,500.0,96,6,4,0.6893744700378062,True,73.15176245778302,1.7058672805163215,True,False
99.55,1073,t1073,170,500.0,49,5,4,0.7507750250694363,False,69.53540663148023,1.7566726770697654,False,False
99.56,1074,t1074,300,1000.0,31,1,4,0.6709361518483458,False,337.19771563838503,2.830149794278036,False,False
99.62,1075,t1075,120,75.0,64,2,4,0.7389067992890052,True,10.585562534985382,1.2758313126669016,True,False
99.63,1076,t1076,220,900.0,88,0,5,0.670130036325589,False,203.47474973201577,2.0422357553246404,False,False
99.71,1078,t1078,80,50.0,86,3,2,0.7056775000009039,True,4.340052420160239,0.8229945073436293,True,False
99.77,1079,t1079,120,75.0,27,10,4,0.7082298686034989,True,9.039281046676393,1.1353410818447334,True,False
99.88,1080,t1080,220,150.0,96,8,10,0.6738730708652528,True,26.485200711248392,2.054673933796779,True,False
100.11,1082,t1082,170,100.0,76,7,5,0.7032159870155884,True,19.58797369258295,1.7351342099347646,True,False
100.18,1083,t1083,170,500.0,20,7,5,0.7047338490934584,False,85.81385408215934,1.5459955153973917,False,False
100.22,1084,t1084,120,75.0,58,4,6,0.6981813421016457,True,7.661144895260057,1.1876146913264345,True,False
100.46,1085,t1085,170,100.0,56,10,5,0.6836363494536966,True,16.310380486059312,1.7744569960850194,True,False
100.57,1086,t1086,170,100.0,66,3,9,0.6731316649628057,False,44.11011058985138,3.5816822867225326,False,True
100.59,1087,t1087,80,50.0,28,1,2,0.6870394507039682,True,3.6566006984602804,0.8191578816586429,True,False
100.71,1088,t1088,300,250.0,83,0,2,0.6873031746965459,True,72.96524482340955,2.955977903488203,True,False
100.73,1089,t1089,220,150.0,57,5,10,0.6728711398435973,True,36.982858200581006,2.382999424575913,True,False
100.9,1090,t1090,220,900.0,76,10,5,0.6853942891312893,False,210.24606318489143,2.0092356798117152,False,False
100.95,1091,t1091,220,150.0,96,9,10,0.6604986159110705,True,38.27994802923616,2.342041392078917,True,False
100.98,1092,t1092,270,200.0,39,2,10,0.6557454349375818,False,60.916531751953286,2.8270336155811098,False,False
101.0,1093,t1093,270,200.0,47,0,8,0.7252841075968077,False,50.663803324192244,2.5749372959499963,False,False
101.15,1094,t1094,120,75.0,69,9,10,0.6628708254110309,False,8.09464043314219,1.2707757150675483,True,False
101.23,1095,t1095,220,900.0,71,0,10,0.6683850435123618,False,179.97258335338475,2.3969246575032668,False,False
101.29,1096,t1096,300,250.0,79,1,2,0.6888808435080707,False,84.31938448882352,2.9082519135043263,False,False
101.35,1097,t1097,170,100.0,76,3,10,0.680481324370009,True,17.052824530274258,1.6511837154797608,True,False
101.43,1099,t1099,120,75.0,82,8,10,0.6759777912661297,True,8.086158863601636,1.1708018245693348,True,False
