timestamp,task_id,task_name,task_size,cycles_per_bit,deadline,src_node,dst_node,trust_score,execution_success,execution_time,energy_consumed,deadline_met,is_dst_malicious
0.0,0,t0,220,900.0,37,9,6,0.7169026597705986,False,200.96197192228593,2.2045587564393596,False,False
0.2,2,t2,220,900.0,25,5,7,0.7608491851842553,False,196.19776161665214,2.0815608240563894,False,False
0.22,3,t3,220,150.0,24,0,6,0.7807767956883035,False,39.09831827304103,2.0690503634768156,False,False
0.56,6,t6,270,200.0,40,4,5,0.7864241078654169,False,47.10863942132567,2.5900496651457736,False,False
0.6,7,t7,270,900.0,20,6,10,0.7386769673033454,False,261.5761041876279,2.8570547425262482,False,False
0.68,8,t8,270,900.0,57,4,5,0.7801038075262905,False,261.14987716761664,2.8661590721081045,False,False
0.95,10,t10,300,250.0,50,4,10,0.7311292579030508,False,66.65335464851779,3.0974376627299747,False,False
1.02,11,t11,120,75.0,31,10,9,0.7294908683667778,True,10.535392593993327,1.1189243947546732,True,False
1.15,12,t12,300,250.0,40,7,6,0.7826590946047994,False,64.43770326192539,3.108892419051629,False,False
1.3,14,t14,170,100.0,79,6,2,0.6792667538632078,True,17.794087454570278,1.8532407355587015,True,False
1.32,15,t15,300,250.0,55,3,1,0.7543546542047216,True,75.78024063386744,3.0189207034772414,True,True
1.48,16,t16,80,50.0,96,9,8,0.6921398235173147,False,4.706229679260136,0.8008898897186365,True,False
1.71,17,t17,80,50.0,88,5,2,0.7142365165458817,False,4.742461882308232,0.8052341520667684,True,False
1.73,18,t18,170,100.0,47,1,2,0.7550384193715335,True,13.722792933954342,1.7814711187974785,True,False
1.76,19,t19,220,150.0,57,2,3,0.7318966725168986,True,35.59870221283576,2.289348182029003,True,True
1.8,20,t20,120,75.0,27,6,2,0.6811120854526104,False,9.723085722649579,1.1779560551050021,True,False
2.0,22,t22,270,900.0,41,4,5,0.7739099131939465,False,271.15630891890686,2.4884914806754916,False,False
2.17,23,t23,220,900.0,59,8,1,0.7214021056648239,True,213.78746562618892,2.304999180877429,True,True
2.28,24,t24,170,100.0,33,7,8,0.7431385246889243,True,18.784816920032842,1.846258035769147,True,False
2.29,25,t25,220,150.0,21,9,6,0.7119727883933685,False,27.754870626639114,2.2854738925789597,False,False
2.64,26,t26,220,150.0,80,5,2,0.7093599680331459,True,32.782313754485656,2.363633587393401,True,False
2.68,27,t27,170,700.0,24,7,3,0.740887164912457,True,111.52502351693346,1.779336204763808,True,True
2.72,28,t28,120,75.0,21,2,9,0.79282722521939,True,8.034328828121387,1.1439742803976618,True,False
2.79,29,t29,300,1000.0,81,10,8,0.786421313295465,False,338.893391625624,2.9755330029940703,False,False
2.87,30,t30,300,1200.0,65,10,1,0.7880156711999042,True,352.6815980176271,2.7597737830857945,True,True
3.0,31,t31,80,50.0,33,5,2,0.7107549504906648,True,4.418367509975627,0.7957985503225363,True,False
3.05,32,t32,80,50.0,25,2,3,0.7328409208847425,True,4.238997995000008,0.7690277311749094,True,True
3.22,33,t33,80,50.0,21,1,4,0.7684969298806034,True,4.064984097843439,0.8733469792071052,True,True
3.3,34,t34,220,150.0,40,10,9,0.7304832328176241,True,32.156074210638565,2.387270783627827,True,False
3.32,35,t35,220,150.0,68,9,4,0.6895882493832372,True,32.36620852769357,2.365870769036008,True,True
3.37,36,t36,270,900.0,36,0,7,0.7479045576629921,False,204.17874747081163,2.8799068287348595,False,False
3.38,37,t37,80,50.0,47,10,1,0.7875578193143675,True,4.159678369841172,0.8349357728287754,True,True
3.76,39,t39,300,250.0,77,8,7,0.7448179476579506,True,75.39036599136743,3.088332598796268,True,False
3.76,41,t41,300,250.0,96,5,7,0.755040383298752,True,63.81381951060348,3.296796839959887,True,False
3.76,40,t40,170,100.0,30,2,9,0.7922731422534637,True,20.19399645073901,1.5533428547653105,True,False
3.77,42,t42,220,150.0,91,10,8,0.7801010688477376,True,34.08678352112199,2.2694735448481884,True,False
4.02,43,t43,220,150.0,25,1,8,0.7608600164794816,False,27.59683073105097,2.245495930870158,False,False
4.18,44,t44,120,75.0,59,4,7,0.7388434297594529,True,7.59866968321505,1.0857206861941318,True,False
4.23,45,t45,300,1000.0,71,6,7,0.7065528719101833,False,337.32381930586445,3.115253887645479,False,False
4.41,46,t46,170,700.0,89,5,2,0.7121220332990333,False,102.26365036894008,1.8493444713297782,False,False
4.62,47,t47,300,250.0,80,0,6,0.7744179264412042,True,69.03547164884829,2.8661399004654724,True,False
4.68,48,t48,220,900.0,61,3,4,0.8125078844448925,True,188.15344868460218,2.314294708044214,True,True
4.73,49,t49,170,100.0,28,3,6,0.8332727502951028,True,17.39898914077119,1.86891498382352,True,False
4.74,50,t50,220,700.0,79,4,7,0.7396487429824458,False,180.6068024511724,2.2778885208040847,False,False
4.77,51,t51,300,250.0,61,0,7,0.7420749280481937,False,74.2034795602182,2.915809414494989,False,False
5.01,52,t52,120,75.0,72,7,8,0.7438579360133275,True,9.70944503345437,1.217410991503758,True,False
5.05,53,t53,220,150.0,96,8,7,0.7455037705229735,True,33.57118559838197,2.2066633241983467,True,False
5.53,56,t56,170,100.0,43,0,6,0.7743602345790467,True,15.956204180981006,1.5790271170070895,True,False
5.79,57,t57,270,200.0,73,10,1,0.7871091244665418,True,59.32700060748171,2.853933468344762,True,True
5.84,58,t58,270,200.0,53,6,10,0.733160094623945,True,45.02122611941777,2.870095264362962,True,False
5.97,59,t59,170,700.0,63,5,10,0.6905809294189036,False,129.12514024983807,1.685839276170625,False,False
6.33,61,t61,270,200.0,72,5,2,0.7072877744512346,True,60.565495373677244,2.823138419293657,True,False
6.33,62,t62,270,900.0,94,8,7,0.7461758769306958,False,219.02598005456358,2.430940348040779,False,False
6.62,63,t63,300,250.0,97,9,4,0.6912271510622391,True,70.95792952677161,2.797637439328903,True,True
7.3,65,t65,270,200.0,61,5,8,0.6885878677349246,True,53.65114123644729,2.476350591666295,True,False
7.36,67,t67,220,150.0,65,1,8,0.7547712776883535,True,26.78499584817089,2.2928812232283082,True,False
7.36,66,t66,80,50.0,37,5,8,0.6903982921984079,True,4.22487704843433,0.8070649666892455,True,False
7.37,68,t68,300,250.0,52,6,7,0.7018299962901615,False,68.21052186213882,2.782337812685423,False,False
7.39,69,t69,80,50.0,84,6,10,0.7339275593981328,True,4.121185956232529,0.8706460778156333,True,False
7.86,70,t70,170,500.0,68,0,7,0.7363618910256915,False,89.82572691457288,1.5822447607663797,False,False
7.94,71,t71,270,200.0,99,4,7,0.7342639499409787,True,50.3781858708116,2.8557621359263714,True,False
7.96,72,t72,170,100.0,29,8,10,0.7730669313073758,True,15.82762292672819,1.6443418782706536,True,False
8.05,73,t73,120,75.0,20,8,7,0.7406605412102637,True,10.651273458439018,1.262945494937607,True,False
8.16,75,t75,220,900.0,85,1,4,0.7687091731011731,True,192.8287636213302,2.1434427826252254,True,True
8.26,76,t76,300,250.0,25,7,3,0.7415000882808745,True,80.94886980600921,3.2337160464592123,True,True
8.73,78,t78,270,1000.0,20,6,10,0.7346796748768368,False,229.09879230634752,2.906661503738455,False,False
8.81,79,t79,220,900.0,45,9,4,0.692833274707661,True,181.43386419477562,2.31692705369206,True,True
8.83,80,t80,170,700.0,27,0,8,0.7820453398272116,False,98.75729832733226,1.6186434476337173,False,False
8.98,81,t81,300,1200.0,81,7,6,0.7764140945308853,False,405.2881095242995,2.8236966981403375,False,False
9.35,82,t82,80,50.0,61,9,4,0.6944072758801744,True,3.866906155458436,0.8083737552061259,True,True
9.47,83,t83,170,100.0,53,7,8,0.7445629591112428,True,19.652179170112035,1.6426467651516665,True,False
9.48,84,t84,220,900.0,79,7,8,0.7452538817471998,False,166.59766996723775,2.30236651294729,False,False
9.72,85,t85,170,700.0,50,8,1,0.722276525089989,True,129.07977746270547,1.6118819605035408,True,True
9.74,86,t86,170,100.0,27,1,8,0.7549783136730479,True,18.354990557757898,1.653847719717104,True,False
9.75,87,t87,170,700.0,68,3,4,0.8118399085741764,True,121.59553179529802,1.8028354385068137,True,True
9.78,88,t88,170,500.0,97,8,7,0.7414295122042402,False,100.61024398861107,1.6341848922970679,False,False
9.96,90,t90,170,700.0,92,10,1,0.7866694035156725,True,125.52912668039733,1.619855775732191,True,True
10.02,91,t91,270,900.0,24,4,5,0.7678398967482495,False,268.97435730792307,2.5542859294255593,False,False
10.03,92,t92,120,75.0,46,9,2,0.8135523984605821,True,10.014196160168073,1.2399467169700873,True,False
10.1,93,t93,120,75.0,63,1,8,0.7551812089380485,True,7.279797786544173,1.2090135361233225,True,False
10.5,95,t95,170,100.0,40,9,2,0.8125838120298321,True,19.184476664375225,1.8562511767976007,True,False
10.58,96,t96,220,150.0,61,8,1,0.7231334561266507,True,30.75837780363215,2.1996678734291417,True,True
10.63,97,t97,300,1200.0,55,3,6,0.8321894771073827,False,356.0615663010002,2.8171270549497436,False,False
10.93,99,t99,300,1000.0,26,10,9,0.7314557499794534,False,314.22995386950845,3.278909670042954,False,False
11.0,100,t100,300,1200.0,79,2,7,0.7273376962886736,False,417.3897679758076,2.901407639570821,False,False
11.01,101,t101,270,200.0,47,9,2,0.8116345973276968,False,54.98266054630388,2.518031073499227,False,False
11.38,102,t102,270,200.0,28,6,10,0.7292427480459668,False,50.51360814737703,2.615957316270428,False,False
11.68,103,t103,220,700.0,61,4,5,0.7618912806314663,False,180.32667568501012,1.985528972547163,False,False
11.76,104,t104,220,150.0,99,1,4,0.7689171714573315,True,33.4083292850073,2.1165475052563085,True,True
11.97,106,t106,300,250.0,35,9,4,0.6959497970292375,True,69.42172355434086,3.053301180081093,True,True
12.18,107,t107,170,100.0,99,3,6,0.8249538693834169,True,16.59599026859693,1.7636058897182674,True,False
12.18,108,t108,80,50.0,20,2,7,0.7220476090295668,True,4.101573149643026,0.8467379317924654,True,False
