timestamp,task_id,task_name,task_size,cycles_per_bit,deadline,src_node,dst_node,trust_score,execution_success,execution_time,energy_consumed,deadline_met,is_dst_malicious
0.0,0,t0,80,50.0,57,11,3,0.7427533202853398,True,3.706124723450479,0.7737652086712142,True,True
0.31,3,t3,270,1000.0,53,14,1,0.754157114763553,False,248.27243453169825,2.5390209391647836,False,False
0.54,6,t6,220,700.0,56,12,7,0.8308765711573403,False,153.50962616805694,2.3434682298010143,False,False
0.6,7,t7,300,1000.0,77,13,14,0.7499657802348908,False,341.876868316171,2.8153033682027617,False,False
1.4,17,t17,120,75.0,39,13,3,0.7414480482591381,True,8.310778096796305,1.2807694784647075,True,True
1.48,19,t19,120,75.0,80,4,3,0.6964796449962857,True,9.462897551617258,1.1546472261724765,True,True
1.8,23,t23,270,200.0,50,3,13,0.7627540700299026,True,49.10882328353836,2.6576877752329047,True,True
2.05,29,t29,270,1000.0,89,5,8,0.7413129572343004,False,249.5860894498075,2.7650174068602626,False,False
2.05,30,t30,220,900.0,69,9,1,0.8699263137562121,False,224.34267931456986,2.2706895829663285,False,False
2.12,31,t31,80,50.0,25,4,10,0.724959016162121,True,3.727388612189298,0.8395592882013347,True,False
2.27,34,t34,170,500.0,26,2,9,0.7986558215447164,False,76.2479378702244,1.8409491481857445,False,False
2.44,35,t35,220,900.0,33,8,14,0.7401251203686153,False,219.649491503176,2.114794845648813,False,False
2.85,41,t41,270,200.0,85,5,2,0.7615075446733126,True,61.75358211985039,2.7733120855361806,True,False
3.02,42,t42,270,900.0,67,3,6,0.7738732708069763,False,225.76141427539045,2.7725956362498234,False,False
3.03,43,t43,270,200.0,72,13,14,0.7443746464483748,True,47.25420959579876,2.571112005732198,True,False
3.1,44,t44,300,1000.0,59,0,3,0.7637642429616204,True,286.56722155232603,2.8129347590243983,True,True
3.36,46,t46,270,1000.0,48,11,3,0.7432007154180944,True,285.5195299356119,2.919851549241151,True,True
3.38,47,t47,220,150.0,61,10,7,0.7192681377661271,True,29.101525914260904,2.292103682098566,True,False
3.43,49,t49,270,1000.0,97,10,8,0.7230569430034234,False,306.53271378842925,2.5335723875791474,False,False
3.63,50,t50,80,50.0,77,8,6,0.7948677697233659,True,4.0189073465332665,0.7988542002826109,True,False
3.92,52,t52,270,200.0,41,4,5,0.6923736926632448,False,52.059088296735766,2.8604254494438535,False,False
4.05,54,t54,270,200.0,57,4,13,0.6919915344661225,True,56.126335965162276,2.66968418097928,True,True
4.23,57,t57,220,900.0,52,11,9,0.8027117019968893,False,221.04753233853188,2.217851505719179,False,False
